source,target,type,weight,features
144,1033,takes,0.92,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.92}"
144,1025,takes,0.66,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.66}"
144,1012,takes,0.61,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.61}"
145,1009,takes,0.83,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.83}"
145,1033,takes,0.91,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.91}"
145,1021,takes,0.94,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.94}"
145,1029,takes,0.64,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.64}"
145,1028,takes,0.68,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.68}"
145,1034,takes,0.5,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.5}"
145,1023,takes,0.78,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.78}"
145,1024,takes,0.6,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.6}"
145,1026,takes,0.71,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.71}"
145,1012,takes,0.66,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.66}"
145,1014,takes,0.84,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.84}"
145,1015,takes,0.63,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.63}"
145,1017,takes,0.72,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.72}"
145,1013,takes,0.74,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.74}"
146,1008,takes,0.73,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.73}"
146,1012,takes,0.75,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.75}"
146,1027,takes,0.72,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.72}"
146,1025,takes,0.83,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.83}"
146,1031,takes,0.61,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.61}"
146,1018,takes,0.66,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.66}"
146,1024,takes,0.71,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.71}"
146,1030,takes,0.7,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.7}"
146,1019,takes,0.8,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.8}"
146,1014,takes,0.83,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.83}"
146,1016,takes,0.6,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.6}"
146,1017,takes,0.71,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.71}"
146,1035,takes,0.52,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.52}"
146,1034,takes,0.84,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.84}"
147,1008,takes,0.49,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.49}"
147,1021,takes,0.95,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.95}"
147,1031,takes,0.59,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.59}"
147,1013,takes,0.68,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.68}"
147,1011,takes,0.84,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.84}"
147,1019,takes,0.74,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.74}"
147,1032,takes,0.74,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.74}"
147,1036,takes,0.71,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.71}"
147,1018,takes,0.83,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.83}"
147,1012,takes,0.76,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.76}"
147,1025,takes,0.77,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.77}"
148,1009,takes,0.87,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.87}"
148,1022,takes,0.66,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.66}"
148,1021,takes,0.81,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.81}"
148,1035,takes,0.62,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.62}"
148,1013,takes,0.6,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.6}"
148,1027,takes,0.62,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.62}"
148,1016,takes,0.63,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.63}"
148,1018,takes,0.61,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.61}"
148,1030,takes,0.76,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.76}"
149,1022,takes,0.43,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.43}"
149,1013,takes,0.75,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.75}"
149,1011,takes,0.47,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.47}"
149,1034,takes,0.53,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.53}"
149,1021,takes,0.77,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.77}"
149,1010,takes,0.71,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.71}"
149,1036,takes,0.83,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.83}"
149,1035,takes,0.84,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.84}"
149,1018,takes,0.85,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.85}"
149,1028,takes,0.7,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.7}"
149,1029,takes,0.59,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.59}"
149,1023,takes,0.73,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.73}"
149,1031,takes,0.6,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.6}"
149,1027,takes,0.72,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.72}"
149,1019,takes,0.62,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.62}"
150,1022,takes,0.48,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.48}"
150,1023,takes,0.69,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.69}"
150,1029,takes,0.65,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.65}"
150,1034,takes,0.64,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.64}"
150,1031,takes,0.65,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.65}"
150,1030,takes,0.56,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.56}"
150,1017,takes,0.76,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.76}"
150,1016,takes,0.66,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.66}"
150,1021,takes,0.92,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.92}"
150,1033,takes,0.82,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.82}"
150,1025,takes,0.84,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.84}"
150,1020,takes,0.67,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.67}"
150,1024,takes,0.76,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.76}"
151,1022,takes,0.79,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.79}"
151,1008,takes,0.75,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.75}"
151,1017,takes,0.76,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.76}"
151,1026,takes,0.8,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.8}"
151,1031,takes,0.64,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.64}"
151,1015,takes,0.53,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.53}"
151,1027,takes,0.85,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.85}"
151,1014,takes,0.85,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.85}"
151,1035,takes,0.78,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.78}"
151,1028,takes,0.35,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.35}"
151,1034,takes,0.84,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.84}"
151,1025,takes,0.89,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.89}"
151,1011,takes,0.72,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.72}"
151,1033,takes,0.74,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.74}"
151,1036,takes,0.84,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.84}"
152,1022,takes,0.8,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.8}"
152,1008,takes,0.82,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.82}"
152,1027,takes,0.44,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.44}"
152,1016,takes,0.56,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.56}"
152,1018,takes,0.77,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.77}"
152,1026,takes,0.82,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.82}"
152,1014,takes,0.79,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.79}"
152,1019,takes,0.58,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.58}"
152,1029,takes,0.56,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.56}"
152,1032,takes,0.82,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.82}"
152,1033,takes,0.74,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.74}"
152,1011,takes,0.7,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.7}"
152,1034,takes,0.71,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.71}"
153,1009,takes,0.84,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.84}"
153,1036,takes,0.72,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.72}"
153,1021,takes,0.76,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.76}"
153,1035,takes,0.72,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.72}"
153,1026,takes,0.64,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.64}"
153,1028,takes,0.57,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.57}"
153,1014,takes,0.61,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.61}"
153,1018,takes,0.83,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.83}"
153,1011,takes,0.64,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.64}"
153,1031,takes,0.69,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.69}"
153,1016,takes,0.64,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.64}"
153,1013,takes,0.84,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.84}"
153,1034,takes,0.72,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.72}"
154,1022,takes,0.66,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.66}"
154,1008,takes,0.74,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.74}"
154,1023,takes,0.39,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.39}"
154,1015,takes,0.69,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.69}"
154,1012,takes,0.81,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.81}"
154,1011,takes,0.79,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.79}"
154,1024,takes,0.85,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.85}"
154,1033,takes,0.53,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.53}"
154,1014,takes,0.81,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.81}"
154,1017,takes,0.72,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.72}"
154,1021,takes,0.84,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.84}"
154,1026,takes,0.7,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.7}"
155,1009,takes,0.77,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.77}"
155,1036,takes,0.76,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.76}"
155,1031,takes,0.62,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.62}"
155,1034,takes,0.71,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.71}"
155,1019,takes,0.48,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.48}"
155,1030,takes,0.65,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.65}"
155,1029,takes,0.62,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.62}"
155,1023,takes,0.62,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.62}"
155,1018,takes,0.79,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.79}"
156,1009,takes,0.76,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.76}"
156,1036,takes,0.77,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.77}"
156,1021,takes,0.81,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.81}"
156,1011,takes,0.78,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.78}"
156,1034,takes,0.62,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.62}"
156,1012,takes,0.72,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.72}"
156,1030,takes,0.49,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.49}"
156,1029,takes,0.67,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.67}"
156,1019,takes,0.59,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.59}"
156,1026,takes,0.58,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.58}"
156,1015,takes,0.68,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.68}"
157,1022,takes,0.67,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.67}"
157,1017,takes,0.82,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.82}"
157,1028,takes,0.73,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.73}"
157,1020,takes,0.77,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.77}"
157,1024,takes,0.6,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.6}"
157,1031,takes,0.67,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.67}"
